"hauljoin","year","start_longitude","end_longitude","start_latitude","end_latitude","vessel","cruise","haul","btemp","area","sponge","coral","pen","lon","lat","bdepth","slope","speed","tmax","BPI","a_bering_sk","a_mud_sk","a_ak_sk","a_aleut_sk","ej_atf","j_atf","a_atf","a_kam","ej_fhs","j_fhs","a_fhs","ej_dover","j_dover","a_dover","ej_rex","j_rex","a_rex","ej_yfs","j_yfs","a_yfs","ej_nrs","j_nrs","a_nrs","a_srs","ej_plaice","j_plaice","a_plaice","ej_sable","j_sable","a_sable","a_yil","a_great","a_bigmouth","ej_pcod","j_pcod","a_pcod","ej_poll","j_poll","a_poll","a_atka","a_ssth","a_rebs_sp","a_rougheye","a_blackspot","ej_pop","j_pop","a_pop","a_silvergray","a_darkrf","a_duskyrf","a_darkblotched","a_splitnose","a_greenstripe","a_widow","a_yellowtail","a_rosethorn","a_quillback","a_blackrf","a_canaryrf","a_northernrf","a_redstripe","a_yelloweye","a_redband","a_harlequin","a_sharpchin","a_shortraker","Zone","Folds"
-13464,2005,-148.3031,-148.2876,59.6487,59.6399,147,200501,266,5.9,0.022756294,0,0,0,320499.021159278,1086228.22492664,202.877738952637,0.79598280787468,0.00431890057316777,19.098600710071,18.1521906852722,3,0,0,0,0,79,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,55,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","G"
-13465,2005,-146.9713,-146.9791,59.96656,59.95499,147,200501,267,6.1,0.023700192,0,0,0,389999.021159278,1128728.22492664,153.472923278809,0.198577277362347,0.00924010735411333,38.1715433206118,2.45699113607407,0,0,0,0,0,26,64,0,2,18,32,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,59,11,0,46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","P"
-13466,2005,-145.4471,-145.46899,60.15354,60.16014,147,200501,268,6.9,0.023636723,0,0,0,471499.021159278,1160228.22492664,84.4641914367676,0.483076542615891,0.00220284116254392,15.4722317158182,0.00844204798340797,0,0,0,0,1,24,24,0,8,41,18,0,32,1,5,2,8,0,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I","S"
-13467,2005,-145.5598,-145.5385,60.12453,60.1181,147,200501,269,6.3,0.022928472,0,0,0,466332.354492612,1155561.55825997,129.607231140137,0.232317333420118,0.00214508643079952,17.2365344771952,12.3877169291178,0,0,0,0,0,51,102,0,4,106,85,0,18,8,1,11,28,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I","T"
-13468,2005,-145.6613,-145.63721,60.11943,60.12136,147,200501,270,6.2,0.023134977,0,0,1,461332.354492612,1154894.89159331,122.275057474772,0.156269672016303,0.00239206974751613,17.7912036840879,7.19790824254354,0,0,0,0,0,19,107,0,5,480,117,0,20,18,4,11,44,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","E"
-13469,2005,-146.5334,-146.5143,60.17449,60.1814,147,200501,271,6.2,0.022916985,0,0,0,412665.687825945,1155561.55825997,137.307225545247,0.449689348538717,0.0137887415468818,36.5478827760479,13.045402208964,1,0,0,0,0,24,261,0,0,5,22,0,1,17,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,64,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","L"
-13470,2005,-146.19189,-146.21069,59.97694,59.98399,147,200501,272,6.4,0.021783146,1,0,0,432332.354492612,1135561.55825997,66.4049758911133,0.21980907022953,0.00362756875171516,38.9993656827184,-1.3557569583257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"H","S"
-13472,2005,-146.5396,-146.54491,59.80594,59.81519,147,200501,274,7.4,0.018498799,0,0,0,415999.021159278,1114728.22492664,74.4470825195312,0.220103152096272,0.00626497180350636,53.8884261324627,2.09864214062691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","Q"
-13473,2005,-147.49809,-147.517,59.25904,59.26725,147,200501,275,6.1,0.024976723,1,0,0,368665.687825945,1047894.89159331,159.566218058268,0.454559355974197,0.00655848067623853,47.7416432774661,-16.8618186314901,0,0,0,0,0,33,392,0,0,0,0,0,1,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,"R","Q"
-13474,2005,-148.08459,-148.0927,59.09595,59.10775,147,200501,276,5.6,0.023676784,1,0,1,336999.021159278,1026728.22492664,143.652450561523,0.0823357068002224,0.00514980767402475,50.9293992176929,-3.56535470485687,0,0,0,1,0,30,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,7118,0,0,0,0,0,0,6,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,13,0,16,0,0,"R","Q"
-13475,2005,-148.0266,-148.03799,59.15142,59.16273,147,200501,277,5.6,0.022146613,1,0,0,339499.021159278,1033228.22492664,187.546089172363,0.551949359476566,0.00605611370174727,38.5714207594733,11.8264675140381,0,0,0,0,0,74,20,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,10,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","L"
-13476,2005,-147.94679,-147.95239,59.30241,59.3139,147,200501,278,5.9,0.022904388,1,0,1,342999.021159278,1050728.22492664,194.473922729492,0.288144931197166,0.00790251560276712,30.6494445630057,3.07550001144409,0,0,0,0,0,71,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,54,62,0,0,2,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","O"
-13478,2005,-149.1302,-149.1185,59.93266,59.92235,147,200501,280,5.7,0.023163406,0,0,0,271665.687825945,1113894.89159331,169.226638793945,2.88541539510091,0.00258253978782472,3.73623700748275,28.1025177637736,0,0,0,0,0,22,154,0,0,16,64,0,1,12,4,8,50,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,3,50,122,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"H","O"
-13479,2005,-149.81551,-149.8331,59.53315,59.5415,147,200501,281,5.8,0.023178038,1,0,0,235332.354492611,1067561.55825997,185.637369791667,0.404011726379395,0.00264856996311538,18.6988835099078,8.66401211420695,0,0,0,0,0,21,119,0,0,25,117,0,6,9,3,2,3,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,14,0,3,11,0,0,45,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"G","G"
-13480,2005,-149.2186,-149.1942,59.27775,59.27481,147,200501,282,5.8,0.024743424,1,0,0,271999.021159278,1041228.22492664,155.727366129557,0.433135519425074,0.00423271274959423,22.3029687858346,-6.35900131861369,0,0,0,0,0,129,121,0,0,0,0,0,0,7,0,1,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,68,63,87,0,0,235,0,0,0,0,0,0,0,0,0,9,0,0,0,102,393,0,"H","C"
-2697,2007,-164.7131,-164.69949,54.09371,54.08458,94,200701,20,3.6,0.02123748,0,0,0,-698500.978840724,509228.22492664,94.3234024047852,0.235022094100714,0.0309753132831662,58.2037273699511,3.09258615970612,0,0,0,1,0,58,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,82,0,0,0,0,0,0,8,0,0,0,0,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","F"
-2698,2007,-164.4294,-164.4061,54.1482,54.14982,94,200701,21,3.7,0.024718704,0,0,0,-679000.978840724,513228.22492664,86.949696858724,0.497854977846146,0.00583356264439541,36.3388912097556,1.70456977685293,0,0,0,0,0,6,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,20,54,0,0,0,0,0,0,2,0,0,0,1,12,8,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","B"
-2699,2007,-164.3159,-164.3311,54.20638,54.19576,94,200701,22,2.8,0.025563867,1,0,1,-671667.64550739,517894.891593307,94.5100123087565,0.140153465171655,0.0046733716234382,25.4117778182375,3.39427280426025,0,0,0,0,1,203,16,0,0,2,21,0,0,0,1,1,2,0,0,0,0,37,44,30,0,0,0,0,0,0,1,0,0,0,14,35,6,18,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","O"
-2700,2007,-164.6592,-164.636,54.20502,54.19899,94,200701,23,3.8,0.02726522,1,0,0,-692334.312174057,520894.891593307,78.7612915039062,0.894560754299164,0.0373084239593741,64.8004749845462,-4.19101723035177,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","S"
-2701,2007,-164.86369,-164.8817,54.273,54.27263,94,200701,24,4,0.019019121,1,0,0,-705500.978840724,531228.22492664,57.841251373291,0.313958376646042,0.0484650565363091,158.751006191234,-1.16095361113548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,98,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","T"
-2705,2007,-164.3102,-164.29491,54.29002,54.29927,94,200701,28,3,0.023101568,0,0,0,-668667.64550739,527894.891593307,92.6193618774414,0.479467988014221,0.00804013771549867,22.2460545555784,-0.115876828630765,0,0,0,0,10,443,53,0,1,32,34,0,0,0,0,2,9,0,0,0,0,60,27,44,0,0,0,0,0,0,1,0,0,0,6,14,9,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","I"
-2707,2007,-163.90961,-163.9194,54.37276,54.38437,94,200701,30,3.1,0.02382125,0,0,0,-642334.312174057,532894.891593307,92.6306381225586,0.625783463319143,0.00829796419832029,10.1716281832332,-4.89481067657471,0,0,0,0,4,221,51,0,1,34,44,0,0,0,0,0,4,0,0,0,0,104,74,49,0,0,0,0,0,0,0,0,0,0,17,18,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","B"
-2708,2007,-164.1275,-164.1057,54.51656,54.51091,94,200701,31,3.9,0.025145544,1,0,0,-653000.978840724,549728.22492664,92.5474700927734,0.664762958884239,0.00797228913676398,9.09371359566814,3.44631394743919,0,0,0,0,8,423,127,0,2,37,107,0,0,0,0,3,5,0,0,1,0,146,76,25,0,0,2,0,0,0,18,0,0,0,7,2,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","G"
-2709,2007,-163.6638,-163.683,54.53484,54.54028,94,200701,32,3.8,0.022972915,1,0,0,-624500.978840724,548228.22492664,93.1722450256348,0.733462631702423,0.00960166526201718,5.94539557492967,0.581688582897186,0,0,0,0,0,156,114,0,0,12,81,0,0,0,0,0,0,0,0,0,0,244,154,29,0,0,0,0,0,0,25,0,0,0,17,27,8,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","B"
-2710,2007,-163.755,-163.73599,54.42564,54.42216,94,200701,33,3.2,0.021046144,1,0,0,-630500.978840724,536228.22492664,90.7526893615723,0.532210797071457,0.00847499853709017,7.88488110557677,-2.16271317005157,0,0,0,0,2,112,17,0,2,8,101,0,0,0,0,0,0,0,0,0,1,61,27,90,0,0,0,0,0,0,0,0,0,0,0,1,39,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","C"
-2711,2007,-163.89661,-163.8905,54.02921,54.04166,94,200701,34,3.4,0.02356895,0,0,0,-646500.978840724,495228.22492664,82.3697929382324,0.284796740859747,0.00435025662468205,21.4744859267104,1.64314602315426,0,0,0,0,1,12,27,0,0,3,66,0,0,0,0,1,2,0,0,0,0,55,95,77,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K","D"
-2712,2007,-163.97279,-163.9686,54.18178,54.16884,94,200701,35,2.6,0.023450505,0,0,0,-649000.978840724,511228.22492664,75.0709711710612,0.178965200980504,0.00347956030299568,16.2952697948338,-4.95948759714762,0,0,0,0,0,13,17,0,0,0,19,0,0,0,0,0,1,0,0,0,0,43,40,61,0,0,0,0,0,0,3,0,0,0,11,0,7,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","T"
-2713,2007,-163.5752,-163.59489,54.22676,54.23226,94,200701,36,2.7,0.023293274,0,0,0,-623667.64550739,513561.558259973,93.7803955078125,0.262873103221258,0.00315847364316378,16.8969452116734,-0.11715667322278,0,0,0,0,0,282,42,0,3,89,256,0,0,0,0,0,21,0,0,0,0,12,27,16,0,0,0,0,0,0,0,0,1,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","L"
-2714,2007,-163.1391,-163.1563,54.43182,54.42381,94,200701,37,3.9,0.021777779,0,0,0,-592500.978840724,531228.22492664,42.9491634368896,0.307934269309044,0.00319043317826115,29.6927787064707,-2.75517845153809,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,67,191,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","I"
-2715,2007,-163.0795,-163.08299,54.16708,54.17953,94,200701,38,3,0.022022444,0,0,0,-592000.978840724,502728.22492664,72.3670043945312,0.189727537333965,0.00300296410255208,21.0601206100285,-1.0821028649807,0,0,0,0,0,5,15,0,0,0,35,0,0,0,0,0,0,0,0,0,0,24,83,120,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K","C"
-2716,2007,-162.7169,-162.7383,54.23957,54.24413,94,200701,39,3.4,0.023157,0,0,1,-568000.978840724,507228.22492664,65.7653452555339,0.238573576013247,0.0063576865844192,15.621375091817,5.61761140823364,0,0,0,0,0,12,25,0,0,2,18,0,0,0,0,0,0,0,0,0,0,170,148,248,0,0,0,0,0,0,38,0,0,0,56,307,0,0,611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K","M"
-2717,2007,-162.6133,-162.5929,54.16502,54.15909,94,200701,40,3.5,0.02347295,1,0,0,-561000.978840724,497228.22492664,78.6547419230143,0.126377267142137,0.0113806471808611,15.2073330011369,-21.5152721405029,0,0,0,0,0,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,31,36,0,0,0,0,0,0,32,0,0,0,7,49,0,0,0,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"K","A"
-2718,2007,-161.7365,-161.7588,54.12106,54.11628,94,200701,41,4.3,0.027010729,1,1,0,-506000.978840723,485728.22492664,130.493942260742,1.48510706424713,0.0164766905088605,21.4859612119415,-66.4673500061035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,1,0,0,0,0,0,14,359,0,0,3,0,0,0,0,0,0,0,0,0,535,0,0,0,2,0,0,"K","J"
-2719,2007,-161.59711,-161.61839,54.12291,54.11692,94,200701,42,4.9,0.026347209,1,1,0,-497000.978840723,484728.22492664,213.866260528564,3.56368517875671,0.0178072058152233,15.2722465513205,-68.3443984985352,0,0,0,0,0,52,215,0,0,0,3,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,28,0,0,0,0,4,0,0,12403,0,0,24,0,0,0,0,0,0,0,0,0,88,1,0,0,1,8,1,"K","G"
-2720,2007,-161.0666,-161.09241,54.20734,54.20831,94,200701,43,3.6,0.03086644,0,0,1,-461667.64550739,490561.558259973,725.518391927083,3.74633566538493,0.0148683340254788,6.65848917848199,33.2120952606201,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K","S"
-2721,2007,-161.1338,-161.1505,54.21312,54.21672,94,200701,44,3.6,0.022060406,0,0,1,-465334.312174057,491894.891593307,703.266377766927,3.92593121528625,0.0137931468125464,7.27282482161943,38.7138195037842,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K","N"
-2722,2007,-161.92909,-161.9144,54.41611,54.40623,94,200701,45,2.8,0.024426493,0,0,0,-513500.978840723,519228.22492664,141.814819335938,0.0732838651165366,0.00552984095615251,26.5364749718889,4.21040177345276,0,0,0,0,1,221,17,0,3,289,79,0,0,0,2,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K","S"
-2725,2007,-162.5629,-162.56731,54.9024,54.88916,94,200701,48,4.8,0.021750586,0,0,0,-548000.978840724,577728.22492664,23.2333879470825,0.205931782722473,0.00361447457784428,19.0832448082254,0.21008862555027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,58,194,0,0,0,0,0,0,107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","C"
-2726,2007,-162.1028,-162.10699,54.95863,54.97138,94,200701,49,3.5,0.02407187,0,0,0,-518000.978840724,581728.22492664,88.9096183776855,0.762766122817993,0.00888152467686588,8.16053878829206,17.545597076416,0,0,0,0,0,109,11,0,37,1342,286,0,0,0,0,3,1,0,0,39,0,21,12,3,0,0,22,0,0,0,14,2,0,0,0,0,0,32,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","D"
-2727,2007,-162.0318,-162.0237,55.0077,54.99496,94,200701,50,3.8,0.024639618,1,0,0,-512500.978840723,585228.22492664,75.276876449585,1.24761122465134,0.00910249539292094,8.02429153748198,17.1390602588654,0,0,0,0,0,358,13,0,58,1084,606,0,1,0,0,2,1,0,14,211,0,1160,314,0,0,0,31,1,0,0,18,3,0,0,4,11,3,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","R"
-2728,2007,-161.6098,-161.62019,55.32225,55.31113,94,200701,51,2.5,0.022642284,0,0,0,-482334.312174057,616561.558259973,98.1108093261719,0.224479888876279,0.00279879224326278,6.59482903697735,3.19552691777547,0,0,0,0,0,339,24,0,0,1111,500,0,0,0,0,13,0,0,0,54,0,11,12,0,0,1,42,2,0,0,14,7,0,0,21,17,1,136,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","D"
-2730,2007,-160.98911,-161.00481,55.35497,55.34425,94,200701,53,3.8,0.023819788,1,0,1,-442334.312174057,616561.558259973,53.476375579834,1.28022211790085,0.00441604273693353,23.4271907487862,7.60872952143351,0,0,0,0,0,9,5,0,0,3,85,0,0,0,0,0,0,0,0,48,5,194,172,602,0,0,0,0,0,0,58,2,0,48,411,582,149,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","I"
-2731,2007,-160.88519,-160.8979,55.49545,55.48765,94,200701,54,5,0.018250132,0,0,0,-434334.312174057,631561.558259973,38.3016560872396,0.568356255690257,0.00412567063844636,7.2209446101001,2.36931520700455,0,0,0,0,0,32,10,0,2,13,273,0,0,0,0,0,0,0,51,1027,4,557,187,11,0,3,32,0,0,0,9,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","T"
-3170,2007,-160.6541,-160.63071,54.94579,54.94378,94,200701,55,3.4,0.025241656,1,0,1,-425000.978840723,569228.22492664,91.9643198649089,0.366192281246185,0.00863631195726293,19.2583003792121,6.40111303329468,0,0,0,0,0,384,59,0,7,57,30,0,0,0,0,5,8,0,0,1,0,7,17,6,0,0,1,0,0,0,2,0,0,0,6,18,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","S"
-3171,2007,-160.61639,-160.59261,54.9215,54.92006,94,200701,56,3.2,0.024504458,0,0,1,-423000.978840723,566228.22492664,83.2246348063151,0.339075535535812,0.00622108195442582,24.4489166304108,1.36864986022313,0,0,0,0,0,82,105,0,2,9,24,0,0,0,0,4,4,0,0,0,0,3,19,139,0,0,0,0,0,0,1,0,0,0,6,11,107,101,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","T"
-3172,2007,-159.9393,-159.9516,54.93844,54.92503,94,200701,57,4.3,0.02610612,1,0,0,-380667.64550739,563894.891593307,49.8489901224772,0.163620755076408,0.00549800369625865,4.31289524222725,-0.0225479826331139,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,37,123,0,0,0,0,0,0,7,0,0,0,45,10,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L","N"
-3173,2007,-160.1349,-160.14819,54.88681,54.87215,94,200701,58,4.6,0.0276213,0,0,0,-393667.64550739,558894.891593307,55.3131879170736,0.223937372366587,0.0043305022001553,5.16514884052678,3.66811958948771,0,0,0,0,1,32,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,53,239,0,0,0,0,0,0,9,0,0,0,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L","S"
-3174,2007,-160.29179,-160.2905,54.92423,54.91126,94,200701,59,4.4,0.02209998,0,0,0,-403000.978840723,564228.22492664,67.8323796590169,0.654371579488119,0.00694041217703459,24.9209684871321,5.8047087987264,0,0,0,0,0,34,502,0,0,2,112,0,0,0,0,0,0,0,0,1,0,105,431,317,0,0,0,0,0,0,13,1,0,0,378,501,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L","H"
-3175,2007,-160.20641,-160.18359,55.56586,55.56585,94,200701,60,2.9,0.02415591,0,0,0,-390000.978840723,635228.22492664,178.971277872721,0.2039571950833,0.00171552114845858,2.77930552388609,46.0620485941569,0,0,0,0,0,120,338,0,99,467,610,0,1,1,9,39,71,0,0,0,0,1,2,0,0,0,0,1,4,0,1,1,0,0,0,8,5,190,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","G"
-3176,2007,-161.27541,-161.2524,54.31688,54.31765,94,200701,61,3.9,0.024010408,1,0,0,-472000.978840723,504228.22492664,117.324297587077,0.798306941986084,0.00681738673463264,27.3707875367896,-43.1227785746256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K","O"
-3177,2007,-161.2773,-161.25391,54.2533,54.25631,94,200701,62,4.3,0.028076377,1,0,0,-473000.978840723,497228.22492664,390.574930826823,2.65627471605937,0.00904603189795501,10.3706260946585,-17.3147341410319,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,82,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K","N"
-3178,2007,-161.2354,-161.2117,54.27165,54.27262,94,200701,63,4.3,0.02652675,1,0,1,-470000.978840723,498728.22492664,337.628440856934,2.64079201221466,0.00886265863869957,13.1375436639483,-3.94854619167745,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,162,0,3,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"K","N"
-3179,2007,-161.0509,-161.0742,54.23652,54.23738,94,200701,64,4.1,0.028291536,1,0,1,-460000.978840723,493728.22492664,521.31209564209,3.28477519750595,0.0139780078687398,8.33189412763881,-28.4300985336304,0,0,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K","G"
-3180,2007,-160.61839,-160.59731,54.4905,54.48472,94,200701,65,4,0.02533401,1,0,0,-427667.64550739,518561.558259973,142.933624267578,0.16068409383297,0.00411252109035912,26.9077856218442,5.57716782887777,0,0,0,0,8,548,565,0,4,20,23,0,0,1,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L","J"
